tweet_id,created_at,text,retweet_count,quote_count,reply_count,favorite_count
1389155243687038977,Mon May 03 09:49:54 +0000 2021,"https://t.co/pPhgJHZvbJ
RUGBY: Mufulira Leopards Stay Top After Draw with Champions Arrows",0,0,0,0
1389102316800913413,Mon May 03 06:19:35 +0000 2021,"https://t.co/JlGSBsn1OK
No peace in polygamy, says Mpali's Uncle Patrick https://t.co/w8CCb3Zq5N",0,0,0,6
1389086842432024578,Mon May 03 05:18:05 +0000 2021,"https://t.co/DhWk7UPUDj
President Lungu's Economic Diplomacy Reaping Dividends https://t.co/XIuYsNZBUp",0,0,5,10
1389082584177594370,Mon May 03 05:01:10 +0000 2021,"https://t.co/FfzX7i4ymI
Government procures a 22-seater speed boat for Chilubi District https://t.co/ygGZVvBIsl",1,0,0,4
1389081979149246464,Mon May 03 04:58:46 +0000 2021,"https://t.co/9fXHJ4yHBO
The Roads Sector Require Reforms https://t.co/E1Nm2Qswxw",0,0,0,6
1389064799347265539,Mon May 03 03:50:30 +0000 2021,"https://t.co/FyXsUeMc1c
Nawakwi is Trying to use The Hatembos to Wipe Off her K88 Million DBZ Debt - Mweetwa https://t.co/dS639nrHCH",0,0,0,8
1389058107142197252,Mon May 03 03:23:54 +0000 2021,"https://t.co/fEVOZcQ9TI
Illegal immigrants, human trafficking reduce - Immigration https://t.co/JxwiKN8gXx",0,0,0,4
1389057629872443396,Mon May 03 03:22:01 +0000 2021,"https://t.co/rgrgHfg29N
Ignore social media propaganda against vaccines, Health Minister tells Zambians https://t.co/ucr0VcmLOI",0,0,4,12
1388887513205460994,Sun May 02 16:06:02 +0000 2021,"https://t.co/uXEzZ8n9BR
Nkana Free Fall Continues , Napsa Stars Lose Too",0,0,1,1
1388886955426000896,Sun May 02 16:03:49 +0000 2021,"https://t.co/oR3f1zEq6l
Mutapa Laments Stalemate Against 10-Man Nkwazi",0,0,0,0
1388831453228711938,Sun May 02 12:23:16 +0000 2021,"https://t.co/48js5bQxgx
Kambwili's Rejoining of PF in Pictures https://t.co/ci4srdiT10",0,2,3,15
1388830868165337088,Sun May 02 12:20:56 +0000 2021,"https://t.co/xhZ2J0IIXO
Visiting Bangladeshi Chief of Army Staff urges people around the world to visit the Victori… https://t.co/3JpBiKaD95",0,0,2,10
1388829929593245696,Sun May 02 12:17:13 +0000 2021,"https://t.co/SgaFAAel2H
2022 National budget consultative process to yield positive results https://t.co/XNF01CX06M",0,0,0,8
1388829531037966338,Sun May 02 12:15:38 +0000 2021,"https://t.co/GTYqQJwYAL
Research in innovation, industrialisation cardinal - Mushimba https://t.co/LTPWPD4n4M",0,0,0,7
1388828855721467904,Sun May 02 12:12:57 +0000 2021,"https://t.co/BPq9YhO01T
Do not promote violence ahead of elections - CCZ https://t.co/Hg1mOkLo0Y",0,0,0,1
1388807978535555075,Sun May 02 10:49:59 +0000 2021,"https://t.co/vF9ydkjVC8
President  Lungu given an Adoption Certificate  as the official Presidential Candidate for… https://t.co/5XjcZmd8vo",1,4,6,17
1388720976691703808,Sun May 02 05:04:16 +0000 2021,"https://t.co/3A98QgxpyH
President   Lungu has demonstrated that he is a leader that wants to unite all Zambians https://t.co/zQt3lbKHOM",2,3,10,13
1388712597567033345,Sun May 02 04:30:58 +0000 2021,"https://t.co/rHZtq9bPX6
Kambwili's decision to rejoin the PF is out of duress, it does not  represent his true poli… https://t.co/1H8vfb9R4t",2,11,16,36
1388565154007236608,Sat May 01 18:45:05 +0000 2021,"https://t.co/TqMIqcl0FM
Struggling Giants Nkana Commence Battle for Survival on Sunday",0,0,0,2
1388525752577142787,Sat May 01 16:08:31 +0000 2021,"https://t.co/H23FBw6jAy
Zesco United Open 10 Point Lead",0,0,0,1
1388518086521888777,Sat May 01 15:38:03 +0000 2021,"https://t.co/avkL0AcULw
Industrialization key to reducing poverty – DC https://t.co/dWirRUPBVz",2,1,2,6
1388517406532853762,Sat May 01 15:35:21 +0000 2021,"https://t.co/qsVFSrkimT
Greenfield Commodities lauds government’s policies on agriculture https://t.co/iXDHBflNaz",0,0,0,1
1388517077040906241,Sat May 01 15:34:03 +0000 2021,"https://t.co/SFNfJrIdoe
Increase in Covid-19 hospitalization worrying - MOH https://t.co/ZsCnI0skmB",0,0,0,1
1388516114355924996,Sat May 01 15:30:13 +0000 2021,"https://t.co/GMH7b8m2bc
President Lungu directs Labour Ministry  to Extend Minimum Wage to All Sectors https://t.co/Tjj2WFWze6",0,0,1,7
1388513579977084929,Sat May 01 15:20:09 +0000 2021,"https://t.co/vILzyMOaNn
Labour movement threatens to take Mushimba to court https://t.co/Gan96B3XzX",0,0,0,1
1388453507880128517,Sat May 01 11:21:27 +0000 2021,"https://t.co/0SAh1Ubs0B
Chishimba Kambwili  rejoins PF at a Colourful ceremony in Lusaka https://t.co/olPSQQCdK8",0,2,17,21
1388359923457794049,Sat May 01 05:09:34 +0000 2021,"https://t.co/EuNL7nAQ0X
President Lungu prods motorists to observe road safety on new infrastructure https://t.co/JofzoNTATn",0,0,0,9
1388359162791403522,Sat May 01 05:06:33 +0000 2021,"https://t.co/TNDHuHFuFu
Zambia- Brazil confer over fertilizer partnership https://t.co/JeydoFFW37",3,1,1,6
1388358670711463937,Sat May 01 05:04:36 +0000 2021,"https://t.co/ejHNn7Mo0s
Strengthening of Zambia-Bangladeshi relations cardinal , says Visiting Bangladeshi Army   G… https://t.co/XS0hmz0HPX",0,1,0,8
1388355929003986947,Sat May 01 04:53:42 +0000 2021,"https://t.co/POW8JjWHKw
Message to  South Africa’s Finance Minister Tito Mboweni https://t.co/YoK19Tf66h",0,4,2,7
1388350998352179200,Sat May 01 04:34:06 +0000 2021,"https://t.co/L74DHBRP1C
President Lungu Commisions Longacres flyover bridge https://t.co/WYwthDcuMt",0,0,2,5
1388346425772281857,Sat May 01 04:15:56 +0000 2021,"https://t.co/g34W4QWW5V
Minister of Energy  says Government will  strengthen local petroleum transporters https://t.co/raXt8WktrV",0,2,1,6
1388232060750503936,Fri Apr 30 20:41:30 +0000 2021,"https://t.co/QnRJ9S8Q64
Zesco United Face Derby Test at In-Form Indeni https://t.co/6mRloH9Xtv",1,0,0,4
1388109853697118215,Fri Apr 30 12:35:53 +0000 2021,"https://t.co/xZ2EpJr9xH
Fathi:Napsa Is A Rising Star",0,0,0,0
1388109117676478465,Fri Apr 30 12:32:58 +0000 2021,"https://t.co/yGxCPm4RBv
UPND Legal team to institute legal proceedings against opposition FDD President Edith Nawak… https://t.co/2hPeP2vfU7",0,0,1,1
1388108152625844226,Fri Apr 30 12:29:08 +0000 2021,"https://t.co/5Wj4KtSbj6
Zambia – Angola signs oil pipeline MoU https://t.co/ttyzhrglVb",0,0,4,8
1388107323781132290,Fri Apr 30 12:25:50 +0000 2021,"https://t.co/OVqx45XF19
The problem Zambia faces during Elections is  Failure to Accept Results by the losing party… https://t.co/KJSKUChMkC",0,1,7,13
1388105544599228416,Fri Apr 30 12:18:46 +0000 2021,"https://t.co/8w4Xm4dtFJ
ECZ to start receiving Nomination Fees for 2021 Presidential Candidates https://t.co/Y0QjY4132R",0,0,1,7
1388079696051646466,Fri Apr 30 10:36:03 +0000 2021,"https://t.co/UsobHZxQLf
University of Zambia Lecturers and Researchers’ Unio Stands for Academic Freedom https://t.co/hFRSDnl2tB",2,1,0,17
1388037908146409472,Fri Apr 30 07:50:00 +0000 2021,"https://t.co/S2hXwjSTHS
US-based Zambian gospel singer Siphiwe is back with 'Woyera' and 'Healing Hands' https://t.co/pZo8PPjTI9",0,0,0,1
1387987381266100226,Fri Apr 30 04:29:13 +0000 2021,"https://t.co/qyWr5lQVCn
Government sets up 179 COVID-19 vaccination sites countrywide https://t.co/rn8fNEz8Uo",3,0,1,8
1387986866503356416,Fri Apr 30 04:27:11 +0000 2021,"https://t.co/kV6XgfELAp
Mwakalombe rebukes Riotous Mufulira youths who demanded a Mopani Black Mountain Mining Dump… https://t.co/UOYHOs0JWf",0,0,0,1
1387985619935244288,Fri Apr 30 04:22:13 +0000 2021,"https://t.co/Ol3bdrwInr
Zambia spends US$1.2 bn on fuel importation annually-Nkhuwa https://t.co/cb73KSUIRf",1,0,0,3
1387984122631671812,Fri Apr 30 04:16:16 +0000 2021,"https://t.co/8qLcHLkyfS
UPND lawyers to drag Nawakwi to court over contempt https://t.co/iS86BsEjv5",1,0,6,2
1387983799225659415,Fri Apr 30 04:14:59 +0000 2021,"https://t.co/dI2k81rnZE
Global academia community comes out in full support of Dr Shishuwa https://t.co/FThhEU2kR4",2,1,2,40
1387982422369832961,Fri Apr 30 04:09:31 +0000 2021,"https://t.co/shcXz3wKES
Kambwili resigns from NDC https://t.co/9G0Rv6npod",2,1,7,11
1387815042473730049,Thu Apr 29 17:04:25 +0000 2021,"https://t.co/SSoUQqEr3j
Numba Pleased With Zesco Rebound After ABSA Cup Defeat",0,0,0,1
1387786067370205187,Thu Apr 29 15:09:16 +0000 2021,"https://t.co/PH0oTq3KwW
Government terminates Contract of a Local Contractor and Blacklist the firm for 5 years https://t.co/mAjRwusM13",0,0,0,3
1387785286063738881,Thu Apr 29 15:06:10 +0000 2021,"https://t.co/r3kkmDNJ4T
Higher Education Loans  Board Recovers  K20.4 million in the first quarter of 2021 https://t.co/NZe00X56ni",7,0,3,7
1387782016402341888,Thu Apr 29 14:53:11 +0000 2021,"https://t.co/mw80Pybgog
Early marriages rampant in Mkushi https://t.co/hHpz14hYVd",1,0,0,3
1387780192299520006,Thu Apr 29 14:45:56 +0000 2021,"https://t.co/EHi28k3Odm
Zambia’s decline in corruption index worrying-Ministry of Justice https://t.co/d5BWq5tGfY",10,2,10,11
1387778082304573446,Thu Apr 29 14:37:33 +0000 2021,"https://t.co/VxnEq9VbeG
Zambia  is still experiencing low agricultural productivity despite its rich natural endowm… https://t.co/MGVfSkHssw",12,2,17,18
1387777167308820487,Thu Apr 29 14:33:54 +0000 2021,"https://t.co/TdslbRNjGl
Economics Association of Zambia weighs in on Strike by Clearing Agents https://t.co/jUaVkfmtz5",0,0,2,0
1387721512011116545,Thu Apr 29 10:52:45 +0000 2021,"https://t.co/xELOWpfm33
Sesheke Constituency MP may lose seat and gratuity https://t.co/mWU6bS8iXM",0,0,4,7
1387656643610021891,Thu Apr 29 06:34:59 +0000 2021,"https://t.co/WQHKGtGUSH
Mental health crisis worsens in Zambia, warns Dr Akani https://t.co/3JnLNpY7FC",1,0,0,9
1387641752337649666,Thu Apr 29 05:35:49 +0000 2021,"https://t.co/hCtXx4aXXA
Nkana and Napsa Exit With Familiar North African Tale",0,0,0,1
1387609059206078467,Thu Apr 29 03:25:54 +0000 2021,"https://t.co/X4lEQMN1m6
Resilience of agriculture sector amid Covid-19 elates Lungu https://t.co/JC7EGbwFxB",1,0,1,4
1387607772242587654,Thu Apr 29 03:20:48 +0000 2021,"https://t.co/GZmm4mHIq9
Kampyongo explains Hatembos suspected ‘abductors’ delayed appearance in court https://t.co/CL6bNCyvQ7",0,0,2,6
1387607339973455872,Thu Apr 29 03:19:05 +0000 2021,"https://t.co/6635aKu6A8
UNZA dissociates itself from Dr Sishuwa’s article https://t.co/DYwNu3015Q",0,0,0,1
1387605225679298560,Thu Apr 29 03:10:40 +0000 2021,"https://t.co/UXGqDavJ2J
President Lungu congratulates new Mpika Catholic Bishop https://t.co/vcgb4nrgRe",4,0,3,0
1387604737927827458,Thu Apr 29 03:08:44 +0000 2021,"https://t.co/3CS9v39ylz
Ndola’s Ndeke residents go without water for 2 weeks https://t.co/m6yB1eAVbI",0,0,2,4
1387604252688846848,Thu Apr 29 03:06:48 +0000 2021,"https://t.co/8oB1grevTm
MISA urges journalists to get vaccinated against Covid-19 https://t.co/Jt9F0YSOC4",1,0,0,0
1387603327924555777,Thu Apr 29 03:03:08 +0000 2021,"https://t.co/BocVh86wHh
Zambian ambushed and killed  in Burkina Faso rebel attacks https://t.co/4M2KdaFglP",1,0,0,14
1387460525001412608,Wed Apr 28 17:35:41 +0000 2021,"https://t.co/quMEBawBvS
Patrick Phiri : Emulate Fallen 1993 Gabon Heroes",0,0,0,0
1387459898406064129,Wed Apr 28 17:33:12 +0000 2021,"https://t.co/mLDQPU70Qx
Zesco United Back to Business as Usual in The League Race",0,0,0,2
1387428897768235017,Wed Apr 28 15:30:01 +0000 2021,"https://t.co/o09lHurQW7
Attorney  General Asks Court to dismiss with costs Petition Challenging President Lungu Eli… https://t.co/FrIOy7CJrC",2,0,2,3
1387420593604251649,Wed Apr 28 14:57:01 +0000 2021,"https://t.co/GGEL7UsdSH
Rename ZAMISE in honour of KK - Ngwale https://t.co/RtgpReVIAh",4,0,4,9
1387420232248139780,Wed Apr 28 14:55:35 +0000 2021,"https://t.co/jEb9PJ8ppa
Cleaning Association of Zambia commends Government for offering Cleaning Contracts to Local… https://t.co/RtkxgSyfKn",2,0,1,4
1387420232025837573,Wed Apr 28 14:55:34 +0000 2021,"https://t.co/N9smRBEM5A
Nkana Has Gained An Asset in Ex Power Dynamos Star Ngonga",0,0,0,0
1387417906359701509,Wed Apr 28 14:46:20 +0000 2021,"https://t.co/BDWC9ckxhM
Traditional leaders vying for political office should resign - PF https://t.co/GPkWCUwtxo",0,0,1,4
1387416321768542208,Wed Apr 28 14:40:02 +0000 2021,"https://t.co/ZT89cAZGrJ
Mushimba requests Japan to increase scholarships https://t.co/QdiBjkmay1",0,0,0,4
1387360215910305794,Wed Apr 28 10:57:06 +0000 2021,"https://t.co/POfea6CFl9
President Lungu celebrates KK's 97th Birthday https://t.co/2b0Ee1Txex",2,0,4,22
1387354823587160065,Wed Apr 28 10:35:40 +0000 2021,"https://t.co/Z9mcCT7yRr
About defections: A Baby born in a prison cell does not realise that the bed and the toilet… https://t.co/0dAm9egsk8",0,0,2,3
1387315722683043841,Wed Apr 28 08:00:18 +0000 2021,"https://t.co/H2N0oSMR1A
Fleurine unveils 'Boza' music video https://t.co/H8mt0PJF5a",0,0,0,1
1387299544367513600,Wed Apr 28 06:56:00 +0000 2021,"https://t.co/XQVBlKdnUb
President Lungu expected in Muchinga Province for a two-day working visit https://t.co/9Cth6Lb9Mj",3,0,4,4
1387292879111036928,Wed Apr 28 06:29:31 +0000 2021,"https://t.co/OOTQqG8JMN
President  Lungu urges  urged all first ladies in Africa to continue prioritising human cap… https://t.co/DycytC4CZk",1,0,1,7
1387261418869772289,Wed Apr 28 04:24:30 +0000 2021,"https://t.co/kMB7h4361k
Acquisition of life skills to be prioritised-PS https://t.co/BVcSDLT8Eg",0,0,1,2
1387260285464023040,Wed Apr 28 04:20:00 +0000 2021,"https://t.co/hunhhY9UY1
Bank of Zambia Governor  urges Zambians to take the Covid-19 vaccine https://t.co/chaxqRlWh3",2,0,4,6
1387258726923444225,Wed Apr 28 04:13:49 +0000 2021,"https://t.co/gewPMEkp7y
Nawakwi is becoming a nuisance and needs to be tamed before she sets Zambia on fire-Mweetwa https://t.co/DWQmO48rbk",1,0,3,13
1387255163144994826,Wed Apr 28 03:59:39 +0000 2021,"https://t.co/INA9teZvwO
ECZ Requirement to Physically Transport 1,000 Presidential Candidate Supporters to its Offi… https://t.co/Ol2YrnEtXG",0,1,4,8
1387022564795588608,Tue Apr 27 12:35:23 +0000 2021,"https://t.co/9kjv4i18A7
UPND leader Hakainde Hichilema has a track record of criminality-Edith Nawakwi https://t.co/7BsCiVrihU",2,28,36,28
1387016760734490624,Tue Apr 27 12:12:19 +0000 2021,"https://t.co/9jaXaxbuml
Tito Mboweni irritates Zambia again https://t.co/QRGHM8oJW4",0,3,3,8
1386996750435688448,Tue Apr 27 10:52:49 +0000 2021,"https://t.co/dgfDGq2Kue
Zesco United Resume League Race After ABSA Cup Setback",0,0,0,2
1386934503550169089,Tue Apr 27 06:45:28 +0000 2021,"https://t.co/UQkUBr7j42
Zambian Hip-Hop History Episode 2 featuring Magician https://t.co/jmVxGIEeRd",0,0,0,0
1386909338946711561,Tue Apr 27 05:05:28 +0000 2021,"https://t.co/qhhwitzF4f
I can make a good Minister of Religious Affairs and National Guidance-Iris Kaingu https://t.co/swczyos7Gt",5,3,20,28
1386906216736215042,Tue Apr 27 04:53:04 +0000 2021,"https://t.co/dv9roPrisb
UPND Spokesman Cornelius Mweetwa  is hallucinating-Musukwa https://t.co/WBzaX2ytSH",0,1,1,0
1386905259734355969,Tue Apr 27 04:49:16 +0000 2021,"https://t.co/lP0a5A5yCQ
Vice President expressed displeasure with the slow progress made in completing the 115 mini… https://t.co/LR1sdClGXb",1,0,2,0
1386904697127198722,Tue Apr 27 04:47:01 +0000 2021,"https://t.co/KBXdNlJaeF
We will not succumb to smugglers and imposters, nor legitimise smuggling-ZRA Chief https://t.co/PQ9SaCvbqd",0,0,1,6
1386897478428016646,Tue Apr 27 04:18:20 +0000 2021,"https://t.co/MqgjjvULch
Cornelius Mweetwa challenges Vice President to Explain the  Source of Money she Distributed… https://t.co/nxtddV4btf",1,0,1,16
1386892786427904001,Tue Apr 27 03:59:42 +0000 2021,"https://t.co/uioqohMDvP
The campaign to arrest Dr Sishuwa for sedition: A chronology of events so far.",0,1,1,0
1386773571800797187,Mon Apr 26 20:05:59 +0000 2021,"https://t.co/6FhQGrOrRc
WEEKEND SCORECARD: Doisy Soko Eyes Fourth CAF Group Stage Goal https://t.co/BWJKzW6wc7",0,0,0,3
1386720711583145988,Mon Apr 26 16:35:56 +0000 2021,"https://t.co/ZGhJ3zaejW
Chambeshi Hopes For Good First Game in Nkana's Trip to Raja",0,0,0,0
1386675464220053512,Mon Apr 26 13:36:08 +0000 2021,"https://t.co/cvVYpfSkr9
President Lungu and Chief Mpezeni exchange Gifts https://t.co/OCvV8Ww0TQ",1,1,4,7
1386674251650977794,Mon Apr 26 13:31:19 +0000 2021,"https://t.co/sd7BCAAjgF
Revised Intellectual Property will ensure better Implementation of IP-related activities https://t.co/FNPjVR0Ldo",0,0,0,1
1386671726344409092,Mon Apr 26 13:21:17 +0000 2021,"https://t.co/06Drhn3GDy
Auditor General Warns People Mismanaging public funds https://t.co/AL1wbKwd35",0,0,1,1
1386670886430945281,Mon Apr 26 13:17:57 +0000 2021,"https://t.co/XTmIzPUMKA
Emmanuel Mwamba Reports Sishuwa Sishuwa to the Police for writing and publishing seditious… https://t.co/sHCPPD2Hhw",1,0,2,3
1386669026621931520,Mon Apr 26 13:10:33 +0000 2021,"https://t.co/1Rmg83U21R
Zambia has made tremendous gains towards eliminating malaria-Dr Chanda https://t.co/HjX52w7JbF",1,0,1,2
1386628052864708608,Mon Apr 26 10:27:44 +0000 2021,"https://t.co/DyChhy4xFF
DIV 1 WRAP: City of Lusaka Battered By Livingstone Pirates",0,0,0,0
1386626418671603716,Mon Apr 26 10:21:15 +0000 2021,"https://t.co/jCwh4htNhw
RUGBY: Champions Arrows Beat Powerhouse to Stay Unbeaten in Second Place",0,0,0,1
1386541008159117312,Mon Apr 26 04:41:51 +0000 2021,"https://t.co/qgIElRT3FP
President Lungu's Weekend in Pictures https://t.co/wt7LHX99qC",3,1,1,11
1386536102102720512,Mon Apr 26 04:22:21 +0000 2021,"https://t.co/Bk5c8Yq1l4
Govt. officers urged to monitor empowerment programmes, report impact https://t.co/LegbyxF7Jf",2,0,0,4
1386534944248315904,Mon Apr 26 04:17:45 +0000 2021,"https://t.co/oknN7ildLK
Start campaigning, adopted PF candidates told https://t.co/Eq6lAD8qo3",1,0,2,3
1386534541406482435,Mon Apr 26 04:16:09 +0000 2021,"https://t.co/TKgrm5hMtF
Netherlands Development Organization  scales up nutrition in Lunte https://t.co/PnAWq5GEp4",1,0,0,2
1386530092491358213,Mon Apr 26 03:58:29 +0000 2021,"https://t.co/dKleH0pSpQ
Let no one disturb Zambia’s peace-President Lungu https://t.co/smZtqYxu99",1,2,9,9
1386529677548965889,Mon Apr 26 03:56:50 +0000 2021,"https://t.co/hDTPhV7Ax0
Party Adoptions: Of Adoptions, Bribery  and  Corruption Allegations! https://t.co/EIR7NPlWlq",0,0,1,1
1386370194566787072,Sun Apr 25 17:23:06 +0000 2021,"https://t.co/G9bXP4yZ6h
Forest Rangers Jump To Second as Top 4 League Races Hots Up",0,0,0,1
1386341885694914569,Sun Apr 25 15:30:37 +0000 2021,"https://t.co/SSn8jpDouV
PF will only adopt grassroots favourites-Mwila https://t.co/1BPOyLyiOd",1,0,2,10
1386341546069483524,Sun Apr 25 15:29:16 +0000 2021,"https://t.co/G1fVj8tN3p
Politicians asked to denounce hate speech https://t.co/8MuG1Vqymy",0,0,1,1
1386340824175181824,Sun Apr 25 15:26:24 +0000 2021,"https://t.co/AQBZPzsTqm
Africa still loses 384,000 people through malaria annually-Chanda https://t.co/x3dJcUmYGp",0,0,2,2
1386339168033329152,Sun Apr 25 15:19:49 +0000 2021,"https://t.co/IE5tUF5lOA
Edith Nawakwi rubbishes claims by the Hatembos that she wants to Kill them https://t.co/kiposKtxM9",3,0,6,6
1386336184952107015,Sun Apr 25 15:07:58 +0000 2021,"https://t.co/SiF1gd8q4M
The Improved Road System has led to Significant Improvements in the Agriculture Sector-Luo https://t.co/yS4lpNqrIZ",3,2,5,4
1386167662250704897,Sun Apr 25 03:58:19 +0000 2021,"https://t.co/yLw1c4DAPH
President heads Eastern Province, Expected to Meet Bishop who rejected Empowerment Funds https://t.co/onC1yEustJ",0,1,0,0
1386165726239657991,Sun Apr 25 03:50:37 +0000 2021,"https://t.co/rKiMYtaXLH
Government Warns illegal Miners invading Mopani Copper Mines  as One Person is Shot Dead https://t.co/NHbOGbDI1a",1,0,1,1
1386163670183555080,Sun Apr 25 03:42:27 +0000 2021,"https://t.co/iPJeWvtcnU
Inonge Wina urges Chiefs  to promote peace ahead of general elections https://t.co/wuCWoCt29O",0,0,0,1
1386162933391151106,Sun Apr 25 03:39:31 +0000 2021,"https://t.co/0thUhLETkz
No Right Turn Directive on Busy Roads by Lusaka Mayor is  Right Move for Decongestion https://t.co/qI5pPQVH8S",1,1,0,4
1386160888269447169,Sun Apr 25 03:31:24 +0000 2021,"https://t.co/YX60DDj0H2
PF considers education as a fundamental basic human right that every Zambian citizen is ent… https://t.co/mWMRIQiy2Z",2,1,3,6
1386155792202620933,Sun Apr 25 03:11:09 +0000 2021,"https://t.co/F7cGUhoQXa
PF should be judged not on their plan for the next five years, but failure to implement the… https://t.co/Kw1SWHdvEQ",1,0,1,30
1386153570651631616,Sun Apr 25 03:02:19 +0000 2021,"https://t.co/8TXGV53oYT
Lungu, Tshisekedi hold bilateral talks https://t.co/9R74s06hhb",1,0,1,5
1386008421586120704,Sat Apr 24 17:25:33 +0000 2021,"https://t.co/C5gIKgx7fb
Lusaka Dynamos Lift 2021 ABSA Cup Title",0,0,0,2
1385993574471307264,Sat Apr 24 16:26:33 +0000 2021,"https://t.co/Xl02EORHOB
Nkana Lose on Ngonga and Chambeshi's Debut https://t.co/nfiDGlg3ka",0,0,0,6
1385944808565395457,Sat Apr 24 13:12:46 +0000 2021,"https://t.co/Lge2meX6cz
President Lungu leaves for DRC https://t.co/V7fGDnL1Qn",0,0,0,4
1385804017847128067,Sat Apr 24 03:53:19 +0000 2021,"https://t.co/AwoW7Kb8Rj
175 boys ditch lessons opt for work in Mumbwa https://t.co/cMIJN19AP2",0,1,2,1
1385803162905452544,Sat Apr 24 03:49:55 +0000 2021,"https://t.co/f4hjy3e4ez
Government committed to review minimum wage-Labour Minister https://t.co/r8smxcIM9V",0,0,0,2
1385800860169560067,Sat Apr 24 03:40:46 +0000 2021,"https://t.co/kzsqbb7Ai7
Zambia is projected to have a  bumper maize harvest this year, says Minister of Agriculture https://t.co/PDXTOoDWzp",1,0,8,7
1385799519401562115,Sat Apr 24 03:35:26 +0000 2021,"https://t.co/kI7NxsnFMc
President Lungu is committed to Zambia holding  the most peaceful elections ever-Inonge Wina https://t.co/HKrTelTVhi",2,3,6,1
1385798010005868544,Sat Apr 24 03:29:27 +0000 2021,"https://t.co/DacYF0ks8o
Equity is very important in human life and advancement https://t.co/ufnnvlPVx1",0,0,1,1
1385640550901112837,Fri Apr 23 17:03:45 +0000 2021,"https://t.co/AFtVmE0Lfk
Numba Eyes Debut Silverware Win At Zesco United",0,0,0,2
1385639174666084355,Fri Apr 23 16:58:17 +0000 2021,"https://t.co/XzwtlBWyap
Rugby sevens Olympic test event held at Tokyo Stadium https://t.co/RpJQONVijk",0,0,0,2
1385637411540111365,Fri Apr 23 16:51:17 +0000 2021,"https://t.co/gUMV35te6U
LCC ‘ switches off’ robots at Great East and Lufubu Roads https://t.co/5crA6vUE6C",1,1,4,7
1385617487161544706,Fri Apr 23 15:32:07 +0000 2021,"https://t.co/mPmARl2tdw
Shangombo receives COVID-19 vaccine https://t.co/5vzUF4pGY9",0,0,0,0
1385615570532450305,Fri Apr 23 15:24:30 +0000 2021,"https://t.co/dCROwS8dnB
VEEP urge traditional leaders to work with govt https://t.co/Ts08fLzZjz",0,0,0,3
1385614279668346884,Fri Apr 23 15:19:22 +0000 2021,"https://t.co/wGtNvyH5zx
Fight voter apathy-Wina https://t.co/PySt7qFEQA",0,0,1,2
1385564465408659457,Fri Apr 23 12:01:25 +0000 2021,"https://t.co/X2TwP1pfN3
The proposed 24 hours economy in PF Manifesto  will create jobs for Zambians-Habazoka https://t.co/RiVGXbw0EM",2,0,19,11
1385562896718077952,Fri Apr 23 11:55:11 +0000 2021,"https://t.co/iCGCVLZCE2
FAZ urges coaches to acquire e-licenses https://t.co/4EtE8N6C8p",0,0,0,2
1385561672337743872,Fri Apr 23 11:50:19 +0000 2021,"https://t.co/rhrgLXUXtr
Parliament to dissolve on May 12-President Lungu https://t.co/Ko8VAUMB1H",2,0,3,13
1385557969337831424,Fri Apr 23 11:35:36 +0000 2021,"https://t.co/dnP0488ge7
Stop following myths on COVID-19 vaccine, get vaccinated -  Chief Matebo https://t.co/g6yKdJuZQL",1,1,2,7
1385551045875621889,Fri Apr 23 11:08:06 +0000 2021,"https://t.co/Jjvd3DDwZm
Government assures feeder roads for all districts https://t.co/jRgxhCYdTA",0,0,1,1
1385482669828489218,Fri Apr 23 06:36:24 +0000 2021,"https://t.co/xwIGeZH64K
Mwape:Shepolopolo Not Scared of Brazil",0,0,0,2
1385482086446940160,Fri Apr 23 06:34:05 +0000 2021,"https://t.co/aG5szK4Wxv
Nkana Shifts Focus to Survival Mode",0,0,0,2
1385466670974652416,Fri Apr 23 05:32:49 +0000 2021,"https://t.co/Tq6N79aZa9
Chief Mukuni’s wife, Sejani and others granted bail https://t.co/h98iAEtAS5",1,0,2,6
1385464146024701954,Fri Apr 23 05:22:47 +0000 2021,"https://t.co/i7Ymb4TXUJ
PF Manifesto  is an act of desperation designed to misled naive voters https://t.co/EVVgN3w3SQ",1,0,2,3
1385434997868347396,Fri Apr 23 03:26:58 +0000 2021,"https://t.co/fVB4I2OvIy
The 2021-2026 PF manifesto is an all inclusive document with  input from various stakeholde… https://t.co/jFq0G39erJ",1,0,1,1
1385433536610676738,Fri Apr 23 03:21:09 +0000 2021,"https://t.co/5cgazK4c1L
UPND to leadership Women warns Edith Nawakwi over he continued verbal attack on HH https://t.co/3pZJUX8XQM",0,0,1,2
1385431851020525569,Fri Apr 23 03:14:28 +0000 2021,"https://t.co/wqRQOZtvND
Government will continue to prioritise people’s resilience to climate change in 8NDP – Hon.… https://t.co/c5J4uPGzgS",1,0,0,0
1385430375418187779,Fri Apr 23 03:08:36 +0000 2021,"https://t.co/kj1JTqdO91
Lusambo Calls for the immediate demolition of a Structure Constructed at Kabwata Cultural V… https://t.co/Wt1xdVceAR",1,0,4,10
1385429332328333314,Fri Apr 23 03:04:27 +0000 2021,"https://t.co/9QdHtQWLQV
Bank of Zambia  purchases 282.79 Kilogrammes of gold since last December https://t.co/54OK8ZHUlv",1,0,0,2
